1 (918, 0.9105046586065213, 5)
2 (1056, 0.9999805766784161, 5)
3 (1081, 0.977052393662793, 5)
4 (35, 0.8035001899406666, 6)
5 (976, 0.9330795632032151, 5)
6 (279, 0.9597565073371666, 5)
7 (968, 0.997420592235218, 7)
8 (590, 0.8646937307646155, 6)
9 (113, 0.9644943052520143, 5)
10 (1202, 0.9724294104431036, 5)
11 (534, 0.8911591665384819, 6)
12 (1124, 0.8703624165090712, 5)
13 (18, 0.9471075885630769, 7)
14 (1298, 0.9163102639452764, 5)
15 (896, 0.8949404516679407, 5)
16 (305, 0.9365095580497602, 7)
17 (971, 0.9606025081392936, 5)
18 (13, 0.9471075885630769, 7)
19 (959, 0.9324047829075487, 6)
20 (1401, 0.9601696430647553, 5)
21 (829, 0.9934393019108081, 6)
22 (918, 0.8513334134927816, 5)
23 (1169, 0.9993916148465942, 6)
24 (1296, 0.9441107968092948, 5)
25 (834, 0.8103529509841106, 13)
26 (1141, 0.9710732504078977, 5)
27 (972, 0.9608116977294187, 5)
28 (1084, 0.9573211397967165, 9)
29 (1145, 0.8411910241920598, 6)
30 (1048, 0.9484641368073832, 8)
31 (1479, 0.9863108641351972, 5)
32 (580, 0.9540632730462423, 5)
33 (733, 0.9550460438528643, 5)
34 (155, 0.8988495480571209, 5)
35 (112, 0.9635565145215006, 5)
36 (289, 0.8685156396888352, 5)
37 (480, 0.8693458395542805, 5)
38 (1160, 0.9461351288051069, 5)
39 (593, 0.9654985422430973, 5)
40 (1160, 0.9777608341380515, 7)
41 (663, 0.9977879402459608, 5)
42 (1111, 0.96426377139698, 5)
43 (529, 0.9998957532476546, 5)
44 (730, 0.9955649066336422, 5)
45 (745, 0.9741239626450379, 7)
46 (1113, 0.9543808572296373, 5)
47 (1187, 0.8296762333689162, 7)
48 (1214, 0.9855488907597538, 5)
49 (362, 0.9146000261313465, 5)
50 (1269, 0.9095294360811678, 9)
51 (1479, 0.9860867841127201, 6)
52 (1066, 0.9483736755559585, 6)
53 (1480, 0.8972500195007987, 6)
54 (1415, 0.9326301582628873, 6)
55 (791, 0.9019647343023938, 5)
56 (390, 0.8750961068357959, 8)
57 (537, 0.9496949600838128, 5)
58 (1099, 0.9160607618056473, 6)
59 (903, 0.998779175189675, 5)
60 (970, 0.9694440970028498, 5)
61 (1103, 0.9520728656494245, 8)
62 (1004, 0.999601090182518, 7)
63 (1040, 0.9134218166700857, 8)
64 (915, 0.8515805202216521, 7)
65 (1066, 0.9546495336815041, 5)
66 (918, 0.9567695834770228, 5)
67 (878, 0.8966344379789379, 5)
68 (641, 0.9222465069359809, 9)
69 (534, 0.7674513942003656, 5)
70 (1085, 0.9241261020796631, 6)
71 (1459, 0.9325569620349331, 5)
72 (342, 0.921703247740958, 5)
73 (950, 0.9609106168904019, 5)
74 (143, 0.9034208117720847, 6)
75 (168, 0.9166810371381645, 5)
76 (1170, 0.9113766381572789, 5)
77 (1285, 0.9998829845310546, 6)
78 (35, 0.9281686735223789, 11)
79 (329, 0.8339525718432663, 10)
80 (639, 0.9784148037813067, 5)
81 (968, 0.9327086428254933, 5)
82 (1279, 0.9045855325470475, 5)
83 (350, 0.9677618432018501, 5)
84 (540, 0.8857714336415738, 5)
85 (1142, 0.9997204879427216, 5)
86 (725, 0.95363164823203, 8)
87 (1195, 0.9737071013057613, 5)
88 (621, 0.8991989635380873, 5)
89 (1200, 0.9207544897803461, 6)
90 (1263, 0.9142317819796103, 6)
91 (1249, 0.9233510446766753, 6)
92 (639, 0.9573804250614615, 11)
93 (1081, 0.97535253060743, 5)
94 (894, 0.8891577375285109, 5)
95 (1439, 0.95264773517075, 6)
96 (1441, 0.8713673620281559, 5)
97 (1531, 0.8869612458325542, 7)
98 (534, 0.8849183450650924, 7)
99 (424, 0.7939326435289912, 7)
100 (1312, 0.975526541560952, 6)
101 (979, 0.9561127444984994, 6)
102 (637, 0.9926603986851132, 5)
103 (628, 0.9868694195728921, 5)
104 (222, 0.33812727368064416, 5)
105 (1277, 0.9527952979749603, 5)
106 (940, 0.9706827683159609, 5)
107 (1221, 0.8981432410656234, 7)
108 (16, 0.9292105626049565, 7)
109 (1129, 0.9266913216636333, 8)
110 (450, 0.9938109350543891, 6)
111 (1002, 0.9953974145432161, 5)
112 (260, 0.9667627844433857, 5)
113 (9, 0.9644943052520143, 5)
114 (694, 0.962261566183724, 6)
115 (1047, 0.9604270044604781, 5)
116 (532, 0.9309966451602627, 5)
117 (918, 0.938168378638291, 6)
118 (1337, 0.9404601317208074, 8)
119
120 (1336, 0.9620009661276121, 5)
121 (555, 0.9456452031722544, 6)
122 (854, 0.8973000328840985, 5)
123 (1280, 0.9888148371633854, 5)
124 (1401, 0.9819874604749972, 5)
125 (1269, 0.9226367926413909, 6)
126 (1037, 1.3357174691418903, 5)
127 (1446, 0.9566591118539794, 6)
128 (813, 0.9743465806676767, 5)
129 (870, 0.9454807075041273, 5)
130 (825, 0.8987663073605874, 6)
131 (902, 0.9173109710582814, 6)
132 (534, 0.9357881222784978, 6)
133 (1218, 0.9482863641778988, 7)
134 (350, 0.994087587253975, 7)
135 (1085, 0.7910594511125585, 6)
136 (1454, 0.98137270099006, 5)
137 (1379, 0.999030159972344, 5)
138 (245, 0.9641182154319636, 5)
139 (354, 0.8789189273795843, 6)
140 (819, 0.8905426819062005, 6)
141 (370, 0.917404612707808, 6)
142 (103, 0.9806670893844951, 5)
143 (74, 0.9034208117720846, 6)
144 (985, 0.801531427983071, 6)
145 (350, 0.9326345473131253, 5)
146 (273, 0.9009145448725446, 6)
147 (1084, 0.9543738993977285, 5)
148 (1037, 1.3153944779849653, 5)
149 (583, 0.9622504486493764, 5)
150 (718, 0.8980714301122787, 5)
151 (320, 0.9353202394819149, 8)
152 (1221, 0.8483407084523865, 5)
153 (989, 0.9835765000028269, 5)
154 (947, 0.8778628012303841, 5)
155 (1471, 0.9377237552858528, 5)
156 (1159, 0.9243434481252013, 5)
